consent_id,customer_ref,provider_id,institution_id,purpose,presented_scopes,granted_scopes,notice_version,auth_method,channel,created_at,expires_at,status,revoked_at,revoked_by,revocation_reason,seconds_on_consent_screen,opened_scope_detail
cns_01014,cus_synthetic_0293,tpp_008,bank_003,iniciacion de pago unico,accounts:balances|accounts:list|credits:position|payments:initiate,accounts:list|credits:position|payments:initiate,consent-notice-v2,sca-otp,web,2026-06-01,2027-05-27,vigente,,,,5.1,0
cns_01015,cus_synthetic_0211,tpp_011,bank_002,categorizacion de gastos,accounts:transactions|credits:arrears|credits:position|payments:initiate,accounts:transactions|payments:initiate,consent-notice-v3,sca-biometria,movil,2026-05-24,2027-05-19,vigente,,,,2.3,0
cns_01016,cus_synthetic_0242,tpp_004,bank_004,panel de posicion consolidada,payments:initiate,payments:initiate,consent-notice-v2,sca-biometria,web,2026-04-25,2026-10-22,revocado,2026-04-26,institucion,no indicado,3.5,0
cns_01017,cus_synthetic_0369,tpp_011,bank_005,comparador de credito,accounts:balances|accounts:transactions|investments:position|payments:initiate,accounts:balances|accounts:transactions|investments:position|payments:initiate,consent-notice-v2,sca-biometria,movil,2026-04-12,2026-07-11,vigente,,,,2.9,0
cns_01018,cus_synthetic_0079,tpp_003,bank_003,panel de posicion consolidada,accounts:balances|accounts:list|accounts:transactions|credits:position|investments:position,accounts:list|credits:position|investments:position,consent-notice-v2,sca-app,web,2026-05-07,2027-05-02,revocado,2026-05-14,cliente,ya no lo uso,2.9,0
cns_01019,cus_synthetic_0089,tpp_003,bank_004,salud financiera,accounts:list|accounts:transactions|credits:position|investments:position,accounts:list|investments:position,consent-notice-v3,sca-biometria,movil,2026-04-08,2027-04-03,vigente,,,,1.1,0
cns_01020,cus_synthetic_0351,tpp_001,bank_002,iniciacion de pago unico,accounts:transactions|credits:arrears|credits:position|investments:position,accounts:transactions|credits:position|investments:position,consent-notice-v2,sca-otp,movil,2026-05-21,2026-11-17,revocado,2026-06-03,cliente,cese de la relacion,1.9,0
cns_01021,cus_synthetic_0214,tpp_011,bank_001,panel de posicion consolidada,credits:position|payments:initiate,credits:position|payments:initiate,consent-notice-v2,sca-app,web,2026-05-16,2027-05-11,revocado,2026-05-24,cliente,no indicado,2.4,0
cns_01022,cus_synthetic_0044,tpp_012,bank_001,categorizacion de gastos,credits:arrears|payments:initiate,credits:arrears,consent-notice-v2,sca-biometria,movil,2026-06-01,2026-11-28,vigente,,,,2.1,0
cns_01023,cus_synthetic_0354,tpp_012,bank_005,panel de posicion consolidada,accounts:balances|accounts:list|credits:arrears|credits:position|payments:initiate,accounts:balances|credits:arrears|payments:initiate,consent-notice-v2,sca-otp,movil,2026-05-04,2027-04-29,vigente,,,,1.4,0
cns_01024,cus_synthetic_0379,tpp_008,bank_001,iniciacion de pago unico,accounts:balances|accounts:list|accounts:transactions|credits:position,accounts:balances|accounts:transactions|credits:position,consent-notice-v2,sca-biometria,web,2026-03-02,2027-02-25,revocado,2026-03-03,cliente,ya no lo uso,1.1,0
cns_01025,cus_synthetic_0132,tpp_007,bank_002,salud financiera,accounts:balances|accounts:list|accounts:transactions|credits:arrears|payments:initiate,accounts:balances|accounts:list|credits:arrears,consent-notice-v2,sca-otp,web,2026-06-04,2027-05-30,vigente,,,,4.5,0
cns_01026,cus_synthetic_0334,tpp_006,bank_003,salud financiera,accounts:balances|accounts:list|credits:arrears|credits:position|investments:position,accounts:balances|accounts:list|credits:arrears,consent-notice-v2,sca-biometria,movil,2026-04-29,2027-04-24,rechazado,,,,3.5,0
cns_01027,cus_synthetic_0389,tpp_010,bank_005,comparador de credito,credits:position|payments:initiate,credits:position,consent-notice-v2,sca-app,web,2026-02-06,2026-08-05,revocado,2026-04-10,cliente,cambio de aplicacion,2.4,0
cns_01028,cus_synthetic_0185,tpp_002,bank_002,comparador de credito,accounts:transactions,accounts:transactions,consent-notice-v2,sca-app,movil,2026-06-19,2026-09-17,vigente,,,,2.2,0
cns_01029,cus_synthetic_0068,tpp_001,bank_002,panel de posicion consolidada,accounts:balances|accounts:list|accounts:transactions|credits:position|investments:position|payments:initiate,accounts:list|accounts:transactions|investments:position|payments:initiate,consent-notice-v3,sca-app,web,2026-01-07,2026-04-07,vigente,,,,1.7,0
cns_01030,cus_synthetic_0128,tpp_003,bank_002,panel de posicion consolidada,accounts:list|credits:arrears|credits:position,accounts:list|credits:position,consent-notice-v3,sca-otp,web,2026-03-26,2027-03-21,revocado,2026-03-26,cliente,no reconozco al proveedor,2.0,0
cns_01031,cus_synthetic_0367,tpp_005,bank_001,salud financiera,accounts:balances|accounts:transactions|credits:arrears|investments:position,accounts:balances|accounts:transactions|investments:position,consent-notice-v3,sca-otp,web,2026-01-20,2026-04-20,revocado,2026-03-08,cliente,cambio de aplicacion,2.0,0
cns_01032,cus_synthetic_0069,tpp_005,bank_002,salud financiera,accounts:balances|accounts:list|credits:arrears|credits:position,accounts:list|credits:arrears|credits:position,consent-notice-v2,sca-otp,web,2026-03-08,2027-03-03,vigente,,,,4.6,0
cns_01033,cus_synthetic_0246,tpp_008,bank_003,categorizacion de gastos,accounts:balances|accounts:list|credits:arrears|payments:initiate,accounts:list|credits:arrears,consent-notice-v3,sca-biometria,movil,2026-05-06,2026-08-04,vigente,,,,5.9,0
cns_01034,cus_synthetic_0173,tpp_010,bank_003,categorizacion de gastos,accounts:balances|accounts:transactions|credits:position|investments:position|payments:initiate,accounts:balances|accounts:transactions|credits:position,consent-notice-v2,sca-biometria,web,2026-06-07,2026-12-04,revocado,2026-06-26,institucion,no reconozco al proveedor,2.6,0
cns_01035,cus_synthetic_0361,tpp_009,bank_004,salud financiera,accounts:balances|accounts:list|credits:arrears|credits:position,accounts:balances|credits:arrears|credits:position,consent-notice-v2,sca-otp,web,2026-02-15,2027-02-10,revocado,2026-02-15,cliente,no indicado,2.1,0
cns_01036,cus_synthetic_0058,tpp_008,bank_002,categorizacion de gastos,accounts:list|credits:position,accounts:list|credits:position,consent-notice-v2,sca-otp,web,2026-03-29,2027-03-24,vigente,,,,4.7,0
cns_01037,cus_synthetic_0335,tpp_010,bank_002,iniciacion de pago unico,accounts:list|accounts:transactions|credits:arrears|investments:position|payments:initiate,accounts:list|investments:position|payments:initiate,consent-notice-v3,sca-app,web,2026-04-26,2027-04-21,revocado,2026-05-01,cliente,no indicado,2.6,0
cns_01038,cus_synthetic_0054,tpp_005,bank_002,categorizacion de gastos,accounts:balances|accounts:list|payments:initiate,payments:initiate,consent-notice-v2,sca-app,movil,2026-03-16,2027-03-11,vigente,,,,1.9,0
cns_01039,cus_synthetic_0181,tpp_008,bank_004,salud financiera,accounts:balances|accounts:list|accounts:transactions|credits:position,accounts:list|accounts:transactions|credits:position,consent-notice-v2,sca-biometria,web,2026-05-16,2026-08-14,vigente,,,,2.1,0
cns_01040,cus_synthetic_0073,tpp_002,bank_005,iniciacion de pago unico,accounts:balances|accounts:list|accounts:transactions|credits:position|investments:position|payments:initiate,accounts:balances|accounts:list|credits:position|investments:position,consent-notice-v3,sca-biometria,web,2026-03-14,2027-03-09,expirado,,,,2.1,0
cns_01041,cus_synthetic_0177,tpp_007,bank_001,salud financiera,accounts:balances|accounts:list|accounts:transactions|credits:arrears|credits:position|payments:initiate,accounts:balances|accounts:list|accounts:transactions|payments:initiate,consent-notice-v3,sca-app,movil,2026-05-20,2026-11-16,revocado,2026-07-06,cliente,cese de la relacion,4.3,1
cns_01042,cus_synthetic_0266,tpp_006,bank_003,comparador de credito,accounts:balances|accounts:transactions|credits:arrears|credits:position|payments:initiate,accounts:transactions|credits:position|payments:initiate,consent-notice-v3,sca-otp,web,2026-04-16,2026-10-13,vigente,,,,3.0,0
cns_01043,cus_synthetic_0309,tpp_002,bank_004,salud financiera,investments:position|payments:initiate,payments:initiate,consent-notice-v3,sca-app,web,2026-03-14,2027-03-09,vigente,,,,2.0,1
cns_01044,cus_synthetic_0043,tpp_007,bank_005,salud financiera,accounts:list|accounts:transactions,accounts:list,consent-notice-v3,sca-biometria,movil,2026-06-09,2027-06-04,vigente,,,,2.9,1
cns_01045,cus_synthetic_0170,tpp_011,bank_004,categorizacion de gastos,credits:position|investments:position,credits:position|investments:position,consent-notice-v2,sca-biometria,web,2026-05-26,2026-08-24,revocado,2026-05-26,cliente,cambio de aplicacion,1.7,0
cns_01046,cus_synthetic_0067,tpp_009,bank_002,panel de posicion consolidada,investments:position,investments:position,consent-notice-v2,sca-biometria,movil,2026-01-09,2027-01-04,vigente,,,,4.6,0
cns_01047,cus_synthetic_0330,tpp_009,bank_002,categorizacion de gastos,accounts:transactions|credits:position|investments:position,credits:position,consent-notice-v2,sca-app,movil,2026-07-01,2026-09-29,vigente,,,,2.1,0
cns_01048,cus_synthetic_0313,tpp_003,bank_002,categorizacion de gastos,accounts:balances|accounts:list|credits:arrears|credits:position,accounts:balances|accounts:list|credits:arrears|credits:position,consent-notice-v2,sca-biometria,movil,2026-03-01,2026-05-30,revocado,2026-04-02,institucion,ya no lo uso,11.5,0
cns_01049,cus_synthetic_0371,tpp_006,bank_003,panel de posicion consolidada,accounts:transactions|investments:position|payments:initiate,payments:initiate,consent-notice-v3,sca-app,movil,2026-03-16,2026-06-14,rechazado,,,,3.4,0
cns_01050,cus_synthetic_0094,tpp_010,bank_001,iniciacion de pago unico,accounts:balances|accounts:list|credits:arrears|credits:position|investments:position,accounts:balances|credits:arrears|credits:position|investments:position,consent-notice-v2,sca-otp,movil,2026-04-15,2026-07-14,vigente,,,,7.9,0
cns_01051,cus_synthetic_0133,tpp_001,bank_003,comparador de credito,accounts:balances|accounts:list|credits:arrears|investments:position|payments:initiate,accounts:balances|investments:position|payments:initiate,consent-notice-v3,sca-app,movil,2026-02-09,2026-08-08,revocado,2026-02-16,cliente,ya no lo uso,3.0,0
cns_01052,cus_synthetic_0150,tpp_002,bank_005,categorizacion de gastos,accounts:transactions|credits:arrears|investments:position,accounts:transactions|credits:arrears|investments:position,consent-notice-v3,sca-app,web,2026-02-18,2026-08-17,vigente,,,,3.0,0
cns_01053,cus_synthetic_0192,tpp_012,bank_001,categorizacion de gastos,payments:initiate,payments:initiate,consent-notice-v2,sca-biometria,movil,2026-05-08,2027-05-03,vigente,,,,4.8,0
cns_01054,cus_synthetic_0211,tpp_001,bank_002,panel de posicion consolidada,accounts:balances|accounts:list|accounts:transactions|investments:position,accounts:list|investments:position,consent-notice-v3,sca-otp,movil,2026-05-01,2027-04-26,revocado,2026-05-05,institucion,no indicado,2.3,0
cns_01055,cus_synthetic_0308,tpp_003,bank_002,categorizacion de gastos,accounts:balances|credits:position,accounts:balances|credits:position,consent-notice-v2,sca-app,movil,2026-04-04,2027-03-30,vigente,,,,1.4,0
cns_01056,cus_synthetic_0216,tpp_006,bank_004,salud financiera,accounts:list|accounts:transactions|payments:initiate,accounts:transactions|payments:initiate,consent-notice-v3,sca-otp,web,2026-04-14,2027-04-09,vigente,,,,4.6,0
cns_01057,cus_synthetic_0234,tpp_004,bank_001,categorizacion de gastos,accounts:balances|accounts:list|accounts:transactions|credits:arrears|credits:position|investments:position,accounts:balances|accounts:list|accounts:transactions|credits:arrears,consent-notice-v3,sca-app,movil,2026-05-16,2026-11-12,vigente,,,,5.9,0
cns_01058,cus_synthetic_0140,tpp_008,bank_001,panel de posicion consolidada,accounts:balances|credits:arrears|investments:position|payments:initiate,accounts:balances|investments:position|payments:initiate,consent-notice-v3,sca-otp,movil,2026-01-25,2027-01-20,revocado,2026-01-30,cliente,no indicado,1.3,0
cns_01059,cus_synthetic_0018,tpp_005,bank_004,comparador de credito,accounts:balances|accounts:transactions|investments:position|payments:initiate,accounts:balances|accounts:transactions|investments:position|payments:initiate,consent-notice-v3,sca-app,movil,2026-05-25,2026-11-21,vigente,,,,3.5,0
cns_01060,cus_synthetic_0272,tpp_002,bank_002,categorizacion de gastos,accounts:balances|accounts:transactions,accounts:balances,consent-notice-v3,sca-app,web,2026-04-01,2027-03-27,vigente,,,,2.7,0
cns_01061,cus_synthetic_0032,tpp_009,bank_004,iniciacion de pago unico,accounts:balances|accounts:transactions|credits:position,accounts:balances|accounts:transactions|credits:position,consent-notice-v2,sca-otp,web,2026-05-17,2026-08-15,rechazado,,,,1.8,0
cns_01062,cus_synthetic_0248,tpp_006,bank_002,categorizacion de gastos,accounts:transactions|credits:arrears|credits:position|payments:initiate,accounts:transactions|credits:position,consent-notice-v2,sca-otp,movil,2026-01-22,2027-01-17,vigente,,,,2.6,0
cns_01063,cus_synthetic_0354,tpp_004,bank_004,salud financiera,accounts:balances|accounts:list|credits:position|payments:initiate,accounts:balances|payments:initiate,consent-notice-v2,sca-otp,movil,2026-02-24,2027-02-19,vigente,,,,1.3,0
cns_01064,cus_synthetic_0051,tpp_003,bank_004,iniciacion de pago unico,accounts:balances|accounts:list|accounts:transactions|credits:position|investments:position|payments:initiate,accounts:balances|accounts:list|accounts:transactions|payments:initiate,consent-notice-v3,sca-biometria,movil,2026-03-10,2026-09-06,vigente,,,,4.0,0
cns_01065,cus_synthetic_0255,tpp_001,bank_005,comparador de credito,accounts:balances|accounts:list|investments:position,accounts:balances|accounts:list,consent-notice-v2,sca-otp,movil,2026-03-06,2026-06-04,vigente,,,,1.9,0
cns_01066,cus_synthetic_0096,tpp_001,bank_002,salud financiera,accounts:balances|accounts:transactions|credits:position|investments:position,accounts:balances|credits:position,consent-notice-v3,sca-biometria,movil,2026-05-14,2027-05-09,vigente,,,,3.1,0
cns_01067,cus_synthetic_0336,tpp_002,bank_002,panel de posicion consolidada,accounts:transactions,accounts:transactions,consent-notice-v3,sca-biometria,movil,2026-01-06,2027-01-01,vigente,,,,2.3,0
cns_01068,cus_synthetic_0169,tpp_009,bank_002,categorizacion de gastos,accounts:list|accounts:transactions|credits:position|payments:initiate,accounts:list|payments:initiate,consent-notice-v3,sca-otp,movil,2026-03-04,2027-02-27,revocado,2026-04-13,cliente,ya no lo uso,6.2,0
cns_01069,cus_synthetic_0282,tpp_009,bank_002,panel de posicion consolidada,credits:arrears|investments:position,credits:arrears,consent-notice-v2,sca-otp,movil,2026-05-01,2026-07-30,vigente,,,,1.3,0
cns_01070,cus_synthetic_0211,tpp_003,bank_003,iniciacion de pago unico,accounts:balances|credits:position|payments:initiate,accounts:balances,consent-notice-v2,sca-otp,movil,2026-03-07,2027-03-02,vigente,,,,8.4,0
cns_01071,cus_synthetic_0275,tpp_003,bank_004,panel de posicion consolidada,accounts:balances|credits:arrears|investments:position,accounts:balances|credits:arrears|investments:position,consent-notice-v2,sca-biometria,movil,2026-06-16,2026-12-13,vigente,,,,3.9,0
cns_01072,cus_synthetic_0080,tpp_010,bank_001,categorizacion de gastos,accounts:list|investments:position,accounts:list,consent-notice-v2,sca-biometria,web,2026-05-16,2026-08-14,revocado,2026-05-19,cliente,ya no lo uso,2.4,0
cns_01073,cus_synthetic_0048,tpp_003,bank_004,comparador de credito,accounts:balances|credits:position|payments:initiate,accounts:balances|payments:initiate,consent-notice-v2,sca-biometria,web,2026-06-22,2027-06-17,expirado,,,,7.8,0
cns_01074,cus_synthetic_0178,tpp_001,bank_004,categorizacion de gastos,accounts:balances|accounts:list|credits:position|payments:initiate,accounts:balances|accounts:list|credits:position,consent-notice-v3,sca-biometria,web,2026-06-04,2027-05-30,revocado,2026-06-06,cliente,cese de la relacion,2.9,0
cns_01075,cus_synthetic_0344,tpp_005,bank_001,iniciacion de pago unico,accounts:list|credits:arrears|credits:position|investments:position|payments:initiate,accounts:list|credits:position|investments:position|payments:initiate,consent-notice-v2,sca-biometria,movil,2026-07-02,2027-06-27,vigente,,,,4.6,0
cns_01076,cus_synthetic_0205,tpp_005,bank_003,categorizacion de gastos,accounts:balances|accounts:list|credits:arrears|payments:initiate,credits:arrears|payments:initiate,consent-notice-v3,sca-app,movil,2026-06-16,2027-06-11,revocado,2026-06-16,cliente,cambio de aplicacion,5.6,0
cns_01077,cus_synthetic_0151,tpp_002,bank_005,panel de posicion consolidada,accounts:balances|accounts:list|credits:arrears|credits:position,credits:arrears|credits:position,consent-notice-v2,sca-otp,web,2026-04-21,2027-04-16,vigente,,,,2.3,0
cns_01078,cus_synthetic_0039,tpp_007,bank_001,comparador de credito,credits:arrears|payments:initiate,payments:initiate,consent-notice-v2,sca-biometria,web,2026-04-03,2026-09-30,vigente,,,,0.7,0
cns_01079,cus_synthetic_0036,tpp_001,bank_004,categorizacion de gastos,accounts:balances|credits:position|investments:position,investments:position,consent-notice-v3,sca-otp,web,2026-06-02,2027-05-28,vigente,,,,1.9,0
cns_01080,cus_synthetic_0251,tpp_006,bank_002,comparador de credito,accounts:balances|accounts:transactions,accounts:transactions,consent-notice-v2,sca-otp,movil,2026-03-21,2027-03-16,vigente,,,,6.1,0
cns_01081,cus_synthetic_0380,tpp_006,bank_005,iniciacion de pago unico,accounts:balances|credits:arrears|credits:position|investments:position,credits:arrears|credits:position|investments:position,consent-notice-v3,sca-biometria,web,2026-05-23,2027-05-18,vigente,,,,2.2,0
cns_01082,cus_synthetic_0025,tpp_001,bank_002,categorizacion de gastos,accounts:balances|credits:arrears|credits:position|investments:position|payments:initiate,accounts:balances|credits:arrears|payments:initiate,consent-notice-v3,sca-otp,movil,2026-01-09,2027-01-04,vigente,,,,1.0,0
cns_01083,cus_synthetic_0185,tpp_007,bank_004,panel de posicion consolidada,credits:position|payments:initiate,credits:position,consent-notice-v3,sca-app,web,2026-05-26,2027-05-21,vigente,,,,0.9,0
cns_01084,cus_synthetic_0331,tpp_009,bank_005,salud financiera,credits:position|investments:position|payments:initiate,investments:position,consent-notice-v2,sca-app,web,2026-06-30,2027-06-25,revocado,2026-07-04,cliente,cese de la relacion,2.7,0
cns_01085,cus_synthetic_0076,tpp_001,bank_004,categorizacion de gastos,accounts:balances|accounts:transactions|credits:arrears|credits:position|payments:initiate,accounts:balances|accounts:transactions|credits:position|payments:initiate,consent-notice-v2,sca-biometria,movil,2026-06-05,2026-09-03,revocado,2026-06-08,cliente,no reconozco al proveedor,1.5,0
cns_01086,cus_synthetic_0184,tpp_002,bank_005,iniciacion de pago unico,accounts:balances|credits:arrears|investments:position|payments:initiate,accounts:balances|credits:arrears|investments:position|payments:initiate,consent-notice-v3,sca-otp,movil,2026-06-04,2027-05-30,vigente,,,,1.9,0
cns_01087,cus_synthetic_0367,tpp_009,bank_003,panel de posicion consolidada,accounts:balances|credits:arrears,accounts:balances|credits:arrears,consent-notice-v2,sca-otp,web,2026-07-04,2026-12-31,revocado,2026-08-26,cliente,no reconozco al proveedor,3.1,0
cns_01088,cus_synthetic_0236,tpp_003,bank_004,comparador de credito,accounts:balances|credits:arrears|credits:position|investments:position,accounts:balances|credits:position|investments:position,consent-notice-v3,sca-otp,web,2026-04-21,2026-10-18,revocado,2026-04-28,institucion,ya no lo uso,1.9,0
cns_01089,cus_synthetic_0307,tpp_010,bank_005,panel de posicion consolidada,accounts:balances|accounts:transactions,accounts:balances|accounts:transactions,consent-notice-v3,sca-app,movil,2026-05-05,2027-04-30,revocado,2026-05-25,cliente,cambio de aplicacion,1.1,0
cns_01090,cus_synthetic_0107,tpp_012,bank_003,panel de posicion consolidada,investments:position,investments:position,consent-notice-v2,sca-app,web,2026-05-07,2026-08-05,vigente,,,,3.4,0
cns_01091,cus_synthetic_0364,tpp_002,bank_005,iniciacion de pago unico,accounts:transactions,accounts:transactions,consent-notice-v2,sca-biometria,web,2026-05-02,2026-07-31,expirado,,,,2.2,0
cns_01092,cus_synthetic_0313,tpp_009,bank_005,iniciacion de pago unico,accounts:balances|accounts:list|credits:arrears,accounts:balances,consent-notice-v3,sca-biometria,web,2026-03-17,2026-06-15,vigente,,,,2.1,0
cns_01093,cus_synthetic_0244,tpp_004,bank_005,panel de posicion consolidada,credits:position|investments:position|payments:initiate,credits:position,consent-notice-v3,sca-otp,web,2026-05-11,2026-11-07,vigente,,,,2.9,0
cns_01094,cus_synthetic_0059,tpp_009,bank_001,comparador de credito,accounts:balances|accounts:list|accounts:transactions|credits:position|payments:initiate,accounts:list|accounts:transactions|credits:position|payments:initiate,consent-notice-v2,sca-app,web,2026-04-29,2027-04-24,expirado,,,,3.4,0
cns_01095,cus_synthetic_0309,tpp_005,bank_004,comparador de credito,accounts:list|credits:arrears|credits:position|payments:initiate,credits:position|payments:initiate,consent-notice-v3,sca-otp,web,2026-05-13,2027-05-08,vigente,,,,2.3,0
cns_01096,cus_synthetic_0167,tpp_001,bank_001,panel de posicion consolidada,accounts:list|credits:arrears|investments:position,accounts:list|credits:arrears|investments:position,consent-notice-v3,sca-app,web,2026-05-06,2026-08-04,vigente,,,,4.2,0
cns_01097,cus_synthetic_0369,tpp_006,bank_004,categorizacion de gastos,accounts:balances|accounts:transactions|credits:arrears|credits:position,accounts:transactions|credits:arrears,consent-notice-v2,sca-app,movil,2026-03-14,2027-03-09,vigente,,,,3.0,0
cns_01098,cus_synthetic_0244,tpp_007,bank_003,categorizacion de gastos,accounts:list|accounts:transactions|credits:arrears|payments:initiate,accounts:list|accounts:transactions|payments:initiate,consent-notice-v2,sca-otp,web,2026-06-01,2026-08-30,vigente,,,,1.6,0
cns_01099,cus_synthetic_0091,tpp_012,bank_003,comparador de credito,accounts:balances|accounts:transactions|credits:arrears,accounts:balances|accounts:transactions|credits:arrears,consent-notice-v3,sca-otp,web,2026-07-02,2026-09-30,revocado,2026-07-09,institucion,no reconozco al proveedor,4.1,0
cns_01100,cus_synthetic_0231,tpp_011,bank_005,categorizacion de gastos,accounts:transactions|credits:arrears|credits:position|investments:position|payments:initiate,credits:arrears|credits:position|investments:position|payments:initiate,consent-notice-v2,sca-app,web,2026-01-30,2026-04-30,expirado,,,,4.2,0
cns_01101,cus_synthetic_0310,tpp_003,bank_005,comparador de credito,accounts:balances|accounts:list|accounts:transactions|credits:position|payments:initiate,accounts:balances|accounts:list|accounts:transactions|credits:position,consent-notice-v2,sca-otp,movil,2026-01-14,2026-07-13,vigente,,,,7.2,0
cns_01102,cus_synthetic_0365,tpp_009,bank_003,iniciacion de pago unico,accounts:list|accounts:transactions|credits:position|investments:position,accounts:list|accounts:transactions|credits:position|investments:position,consent-notice-v2,sca-otp,web,2026-06-01,2027-05-27,vigente,,,,0.9,0
cns_01103,cus_synthetic_0056,tpp_001,bank_005,panel de posicion consolidada,accounts:list|accounts:transactions|credits:arrears|investments:position,accounts:transactions|credits:arrears,consent-notice-v3,sca-biometria,web,2026-04-22,2027-04-17,revocado,2026-05-25,cliente,no indicado,3.3,0
cns_01104,cus_synthetic_0348,tpp_009,bank_001,categorizacion de gastos,accounts:balances|accounts:list|credits:arrears,accounts:balances|accounts:list,consent-notice-v3,sca-app,movil,2026-03-30,2026-09-26,vigente,,,,2.1,0
cns_01105,cus_synthetic_0008,tpp_003,bank_003,salud financiera,accounts:list|accounts:transactions|credits:arrears|credits:position|payments:initiate,accounts:list|credits:arrears|credits:position|payments:initiate,consent-notice-v3,sca-app,movil,2026-06-21,2027-06-16,revocado,2026-06-22,cliente,cese de la relacion,5.2,0
cns_01106,cus_synthetic_0122,tpp_012,bank_003,panel de posicion consolidada,accounts:transactions|credits:position,credits:position,consent-notice-v2,sca-otp,movil,2026-01-06,2027-01-01,vigente,,,,5.9,0
cns_01107,cus_synthetic_0255,tpp_005,bank_003,panel de posicion consolidada,accounts:list|credits:arrears|payments:initiate,accounts:list|credits:arrears,consent-notice-v2,sca-biometria,movil,2026-06-20,2026-09-18,revocado,2026-06-22,cliente,cese de la relacion,12.1,0
cns_01108,cus_synthetic_0129,tpp_011,bank_004,panel de posicion consolidada,accounts:balances|credits:position|investments:position,credits:position|investments:position,consent-notice-v3,sca-app,web,2026-03-29,2026-09-25,expirado,,,,3.4,0
cns_01109,cus_synthetic_0338,tpp_011,bank_003,comparador de credito,accounts:list|credits:arrears,accounts:list|credits:arrears,consent-notice-v3,sca-biometria,web,2026-04-04,2027-03-30,vigente,,,,1.9,0
cns_01110,cus_synthetic_0397,tpp_011,bank_005,panel de posicion consolidada,accounts:balances|accounts:list|accounts:transactions|credits:arrears|credits:position|investments:position,accounts:balances|accounts:transactions|credits:arrears|investments:position,consent-notice-v3,sca-otp,web,2026-05-13,2027-05-08,vigente,,,,2.0,0
cns_01111,cus_synthetic_0268,tpp_005,bank_003,salud financiera,investments:position|payments:initiate,investments:position|payments:initiate,consent-notice-v2,sca-biometria,web,2026-03-30,2027-03-25,revocado,2026-04-04,institucion,cese de la relacion,3.8,0
cns_01112,cus_synthetic_0400,tpp_010,bank_005,panel de posicion consolidada,credits:position|investments:position,credits:position|investments:position,consent-notice-v3,sca-biometria,movil,2026-01-14,2026-04-14,rechazado,,,,1.4,0
cns_01113,cus_synthetic_0375,tpp_001,bank_001,salud financiera,accounts:balances|credits:position|investments:position,accounts:balances|credits:position|investments:position,consent-notice-v3,sca-app,movil,2026-03-16,2027-03-11,revocado,2026-03-20,cliente,ya no lo uso,0.9,0
cns_01114,cus_synthetic_0245,tpp_011,bank_005,iniciacion de pago unico,accounts:balances|accounts:transactions|credits:position,accounts:balances|accounts:transactions|credits:position,consent-notice-v3,sca-app,web,2026-01-31,2026-05-01,vigente,,,,2.3,0
cns_01115,cus_synthetic_0175,tpp_012,bank_004,categorizacion de gastos,accounts:transactions|credits:position|payments:initiate,accounts:transactions,consent-notice-v2,sca-app,web,2026-05-10,2026-08-08,rechazado,,,,4.7,0
cns_01116,cus_synthetic_0240,tpp_001,bank_005,comparador de credito,accounts:list|accounts:transactions|investments:position|payments:initiate,accounts:list|investments:position|payments:initiate,consent-notice-v2,sca-otp,movil,2026-02-21,2027-02-16,vigente,,,,4.5,0
cns_01117,cus_synthetic_0345,tpp_005,bank_003,categorizacion de gastos,accounts:balances|credits:position|payments:initiate,accounts:balances|credits:position,consent-notice-v3,sca-biometria,web,2026-02-07,2027-02-02,vigente,,,,2.7,0
cns_01118,cus_synthetic_0145,tpp_009,bank_004,comparador de credito,accounts:transactions|credits:position|investments:position,accounts:transactions|investments:position,consent-notice-v3,sca-otp,web,2026-05-08,2026-11-04,vigente,,,,2.7,0
cns_01119,cus_synthetic_0140,tpp_005,bank_002,categorizacion de gastos,accounts:balances|accounts:transactions|investments:position,accounts:balances|accounts:transactions|investments:position,consent-notice-v2,sca-otp,movil,2026-06-01,2026-08-30,vigente,,,,0.9,0
cns_01120,cus_synthetic_0328,tpp_008,bank_001,salud financiera,accounts:balances|accounts:list|credits:arrears|investments:position,accounts:balances|accounts:list|credits:arrears|investments:position,consent-notice-v2,sca-biometria,web,2026-01-17,2027-01-12,vigente,,,,5.8,0
cns_01121,cus_synthetic_0121,tpp_012,bank_001,iniciacion de pago unico,accounts:balances|accounts:transactions|credits:position,accounts:transactions|credits:position,consent-notice-v2,sca-biometria,movil,2026-01-08,2027-01-03,vigente,,,,1.8,0
cns_01122,cus_synthetic_0363,tpp_002,bank_001,comparador de credito,accounts:balances|accounts:list|credits:arrears,accounts:list,consent-notice-v2,sca-biometria,web,2026-05-10,2026-08-08,rechazado,,,,12.6,0
cns_01123,cus_synthetic_0252,tpp_002,bank_002,comparador de credito,credits:arrears|investments:position,investments:position,consent-notice-v2,sca-otp,web,2026-02-19,2027-02-14,revocado,2026-02-21,cliente,no indicado,0.9,0
cns_01124,cus_synthetic_0053,tpp_001,bank_005,salud financiera,accounts:balances|credits:arrears|credits:position,accounts:balances|credits:arrears|credits:position,consent-notice-v2,sca-otp,web,2026-01-16,2026-07-15,vigente,,,,1.3,0
cns_01125,cus_synthetic_0086,tpp_001,bank_004,categorizacion de gastos,accounts:balances|accounts:transactions|credits:arrears|credits:position|investments:position,accounts:balances|accounts:transactions|credits:arrears,consent-notice-v3,sca-app,movil,2026-02-20,2027-02-15,revocado,2026-02-20,cliente,cambio de aplicacion,2.5,0
